EON_0.183_7.090,0.18259,7.090147,96
EON_0.187_33.757,0.186788,33.756809,90
EON_0.190_14.075,0.189996,14.074663,116
EON_0.200_14.278,0.199556,14.27753,169
EON_0.212_-5.371,0.21228,-5.370842,101
EON_0.220_14.414,0.220469,14.413526,132
EON_0.233_20.338,0.233094,20.338327,352
EON_0.464_-9.408,0.463719,-9.408434,130
EON_0.474_16.138,0.473763,16.137632,159
EON_0.593_-10.429,0.593305,-10.42879,158
EON_0.599_31.779,0.598585,31.778606,132
EON_0.680_33.131,0.680029,33.131416,175
EON_0.689_31.461,0.688804,31.461485,82
EON_0.830_27.851,0.829738,27.850815,157
EON_0.855_24.133,0.854554,24.132711,100
EON_0.935_30.192,0.935497,30.192247,115
EON_1.124_8.079,1.123737,8.07944,123
EON_1.161_25.675,1.161462,25.675274,133
EON_1.251_4.507,1.25126,4.506516,152
EON_1.354_7.465,1.35392,7.464624,135
EON_1.377_-9.950,1.376796,-9.950334,118
EON_1.381_-2.892,1.381093,-2.891589,119
EON_1.386_8.738,1.385511,8.737666,148
EON_1.427_-11.180,1.427206,-11.180237,97
EON_1.583_-9.462,1.582847,-9.462467,137
EON_1.622_14.182,1.622053,14.182354,215
EON_1.659_17.284,1.658795,17.284151,138
EON_1.784_25.115,1.783559,25.115232,158
EON_1.815_33.918,1.814582,33.917542,239
EON_1.852_8.374,1.851756,8.373794,180
EON_2.070_8.226,2.070027,8.225907,104
EON_2.100_33.028,2.100091,33.02813,166
EON_2.110_0.369,2.110474,0.369248,117
EON_2.190_-4.633,2.190198,-4.632575,160
EON_2.263_15.645,2.26288,15.645201,106
EON_2.331_0.599,2.331449,0.59924,169
EON_2.351_0.538,2.350708,0.537843,110
EON_2.475_28.550,2.474841,28.549753,181
EON_2.669_15.072,2.669025,15.07164,153
EON_2.694_-0.892,2.694386,-0.892352,198
EON_2.781_33.903,2.781433,33.90324,177
EON_3.016_1.105,3.016386,1.105347,92
EON_3.198_0.523,3.198281,0.523035,115
EON_3.459_-9.982,3.458802,-9.982133,73
EON_3.609_7.300,3.608825,7.300052,139
EON_3.610_0.114,3.610015,0.11439,135
EON_3.812_-8.801,3.812457,-8.801081,168
EON_3.981_16.004,3.980848,16.003706,208
EON_4.050_14.617,4.050224,14.616557,112
EON_4.156_6.767,4.156056,6.767066,139
EON_4.161_7.115,4.161357,7.114754,163
EON_4.275_1.257,4.275275,1.257441,117
EON_4.365_-9.574,4.364594,-9.57382,236
EON_4.774_26.626,4.773863,26.625856,190
EON_4.936_15.858,4.936191,15.858472,140
EON_5.246_6.365,5.245854,6.364702,111
EON_5.363_-4.231,5.362609,-4.231283,274
EON_5.535_10.379,5.535238,10.379254,203
EON_5.544_-16.700,5.544475,-16.699507,130
EON_5.560_8.423,5.560495,8.422548,112
EON_5.563_20.608,5.563128,20.608295,199
EON_5.583_0.009,5.58274,0.009102,175
EON_5.618_-10.699,5.617809,-10.698508,170
EON_5.686_14.950,5.685671,14.949582,180
EON_5.803_-8.946,5.8027,-8.945599,131
EON_6.012_16.487,6.012434,16.487118,735
EON_6.305_13.538,6.305318,13.538459,187
EON_6.449_-2.285,6.448764,-2.284876,683
EON_6.589_0.154,6.588714,0.154153,166
EON_6.794_-10.322,6.79393,-10.322334,257
EON_6.828_-14.502,6.827743,-14.501973,116
EON_6.868_23.756,6.867521,23.756132,109
EON_7.069_24.845,7.068677,24.844599,171
EON_7.116_-7.390,7.115848,-7.39056,263
EON_7.262_-20.706,7.262248,-20.705639,172
EON_7.348_31.382,7.346062,31.382654,210
EON_7.495_-16.179,7.495394,-16.178576,158
EON_8.102_-0.885,8.101919,-0.88519,94
EON_8.163_-0.931,8.162688,-0.931249,110
EON_8.366_-11.103,8.365676,-11.103443,152
EON_8.445_7.391,8.445087,7.390704,186
EON_8.452_-9.540,8.451971,-9.53985,85
EON_8.866_-10.778,8.866123,-10.777742,256
EON_8.944_-18.305,8.943889,-18.305206,79
EON_9.001_-9.195,9.001315,-9.194606,155
EON_9.126_-0.287,9.126265,-0.287375,123
EON_9.141_-20.406,9.141284,-20.40556,167
EON_9.264_25.649,9.263625,25.649082,121
EON_9.338_29.149,9.338315,29.149338,384
EON_9.349_15.029,9.348694,15.028772,183
EON_9.467_15.604,9.467381,15.604246,146
EON_9.590_25.613,9.589609,25.61318,138
EON_9.688_6.584,9.688127,6.584071,125
EON_9.743_-19.320,9.742514,-19.320461,164
EON_9.852_-8.834,9.852391,-8.834152,77
EON_9.869_24.371,9.868913,24.370907,126
EON_9.870_6.722,9.869792,6.721838,149
EON_9.900_-20.815,9.899598,-20.815044,96
EON_9.907_8.965,9.906785,8.96508,448
EON_9.910_14.664,9.909661,14.664233,162
EON_9.982_28.121,9.98185,28.1213,123
EON_10.057_7.170,10.056877,7.169527,150
EON_10.156_5.731,10.156021,5.73093,189
EON_10.186_-10.287,10.186053,-10.286705,131
EON_10.234_-1.865,10.234062,-1.865228,226
EON_10.265_31.733,10.265016,31.733191,473
EON_10.292_25.585,10.292008,25.585461,180
EON_10.298_15.053,10.29833,15.052696,187
EON_10.317_15.217,10.317429,15.2171,171
EON_10.377_10.890,10.376707,10.889951,192
EON_10.477_41.954,10.476619,41.954082,174
EON_10.530_-1.500,10.529958,-1.500061,143
EON_10.590_15.723,10.590298,15.722653,134
EON_10.641_-8.881,10.640643,-8.881494,155
EON_10.835_-10.626,10.835071,-10.625837,129
EON_10.840_-11.096,10.839989,-11.096181,169
EON_11.160_-11.189,11.159943,-11.188782,116
EON_11.277_-22.120,11.27655,-22.120138,158
EON_11.292_25.652,11.291527,25.651768,114
EON_11.307_10.503,11.307083,10.502778,200
EON_11.784_30.341,11.784159,30.341217,520
EON_12.399_1.115,12.398632,1.115403,531
EON_12.468_25.944,12.46777,25.944426,87
EON_12.612_5.056,12.61191,5.055819,154
EON_12.635_23.994,12.635285,23.993662,145
EON_12.652_3.099,12.652223,3.098993,132
EON_12.707_25.738,12.707131,25.737906,135
EON_12.715_0.851,12.714975,0.851287,210
EON_12.827_-9.020,12.827066,-9.020129,208
EON_12.889_-0.545,12.88912,-0.545294,157
EON_13.011_-0.272,13.011279,-0.27247,158
EON_13.224_31.634,13.223612,31.634186,152
EON_13.289_1.144,13.288822,1.144435,146
EON_13.361_29.270,13.361045,29.270332,430
EON_13.378_28.277,13.378144,28.277,199
EON_13.386_2.924,13.386376,2.924128,457
EON_13.435_24.336,13.435132,24.336132,160
EON_13.507_7.394,13.506557,7.394457,187
EON_13.598_29.048,13.597616,29.048241,176
EON_13.773_-1.234,13.77312,-1.233795,133
EON_14.074_-8.959,14.074458,-8.958753,179
EON_14.082_-0.126,14.081713,-0.125765,204
EON_14.099_-11.135,14.098935,-11.135113,99
EON_14.103_-1.143,14.102165,-1.143432,238
EON_14.245_-9.146,14.244656,-9.14568,144
EON_14.350_-9.847,14.349925,-9.846807,124
EON_14.369_8.196,14.369369,8.195706,188
EON_14.450_-5.112,14.449542,-5.112174,326
EON_14.544_-9.122,14.544062,-9.122091,158
EON_14.559_15.200,14.55946,15.20026,157
EON_14.694_13.651,14.694393,13.651346,90
EON_14.912_-0.245,14.912169,-0.245314,125
EON_14.956_14.328,14.956309,14.327884,138
EON_15.258_-9.110,15.257993,-9.110479,150
EON_15.778_6.536,15.777982,6.535584,128
EON_15.953_31.198,15.952917,31.198055,245
EON_16.150_0.148,16.150038,0.147929,120
EON_16.251_-9.016,16.251299,-9.016181,128
EON_16.372_15.470,16.371994,15.470015,166
EON_16.401_7.134,16.401356,7.134357,118
EON_16.684_16.455,16.683874,16.455252,132
EON_16.848_0.893,16.847523,0.892642,150
EON_16.928_16.522,16.927767,16.521702,112
EON_16.973_-8.645,16.973082,-8.645327,168
EON_17.154_1.641,17.154181,1.641211,521
EON_17.265_16.935,17.264805,16.934765,201
EON_17.275_19.605,17.274954,19.604738,116
EON_17.484_20.771,17.483648,20.771261,324
EON_17.511_22.694,17.510708,22.693838,195
EON_17.540_-8.672,17.539621,-8.671575,116
EON_17.569_29.200,17.568766,29.200155,168
EON_17.580_14.335,17.579872,14.334698,160
EON_17.627_24.034,17.627274,24.033566,110
